Day,Mean_Price,Upper_Bound,Lower_Bound
0,9.699999809265137,9.699999809265137,9.699999809265137
1,9.712994152979817,9.923330596067608,9.464739879243279
2,9.727374182106134,10.124306984655554,9.37362392301082
3,9.74151863700767,10.226173452632946,9.347453354991229
4,9.74775411475771,10.301176719673665,9.276050993007678
5,9.752333683762265,10.360089701893232,9.222322609649039
6,9.758475313426322,10.426362274555823,9.186466486392257
7,9.756912694797302,10.45562684455084,9.13184897470474
8,9.769686156992975,10.592570138945325,9.11958489217824
9,9.7740338546108,10.572325479272617,9.089467828223224
10,9.778957990285384,10.641154226089713,9.062867730253847
11,9.788555257514819,10.705607680677335,9.040935671331889
12,9.79636813167135,10.762604647797078,9.018467481038522
13,9.804788167374106,10.808778430402961,8.98089647603278
14,9.818808356895772,10.818213528169155,9.008459270506252
15,9.831969462279787,10.886442566981572,8.971964233675855
16,9.838432214436049,10.885119381094658,8.937922959894992
17,9.838312277577456,10.966709261385496,8.947476997691277
18,9.847245521429354,10.9799454216534,8.900418279584681
19,9.860259267344734,11.010291761516331,8.898098293298114
20,9.867113632845804,11.042351511671928,8.867224008051018
21,9.870068029329891,11.04724363874813,8.854268900786284
22,9.873610886697353,11.051698279151397,8.785657867118509
23,9.885138508304228,11.09624564145221,8.783853534484257
24,9.89839509627799,11.097834800817195,8.743328162467291
25,9.903727550173716,11.195941027833811,8.709426196742504
26,9.912144648037254,11.222978541841053,8.69147595318169
27,9.92302256750147,11.331369689365246,8.669088558411632
28,9.930060199770354,11.416642221716765,8.69529400028331
29,9.937879266310931,11.403670878640666,8.648512079767134
30,9.9449828098379,11.44905834479618,8.668391842587917
31,9.951408560050256,11.43714694023681,8.659151871596878
32,9.963506989884179,11.469631974416641,8.662433552296564
33,9.97602882022817,11.596791504773357,8.655996993676528
34,9.980276994893387,11.60640265757695,8.63533888768413
35,9.993840092286455,11.610009923818337,8.617356774019852
36,10.00966934306786,11.67404271408013,8.610190075949935
37,10.024913514332589,11.663487653233668,8.635683368436737
38,10.035444590604536,11.745011379803614,8.627333401048423
39,10.042344962203892,11.792375421633267,8.623343991424688
40,10.048911071667876,11.816808245017175,8.61966760903444
41,10.060548784029645,11.861028137721672,8.544322708899232
42,10.065865578786354,11.930279850318536,8.55428301910824
43,10.076332827578838,11.982266548902114,8.525546904013167
44,10.083663516304062,11.953151483756997,8.526140767615436
45,10.10132578003599,11.97702568401371,8.508958958079123
46,10.119426596710607,12.01186185446638,8.525912696418684
47,10.128387268522236,12.04116085245971,8.509715855421893
48,10.139779109250464,11.996326046787063,8.560306571205901
49,10.147740908326213,12.019122571314341,8.544827479046269
50,10.159072393505026,12.05606711233238,8.518608718804103
51,10.161904795615325,12.100098251404424,8.532495795385907
52,10.168917346435501,12.13319766066245,8.501698638409447
53,10.179021065588694,12.166777327875344,8.471394920668768
54,10.189478640494668,12.237147865032723,8.433633862688096
55,10.198496018008637,12.298030299349326,8.421666225755436
56,10.20245109233745,12.348167011740971,8.42275490872433
57,10.211602913852664,12.394956217458287,8.381917849524719
58,10.227373260834488,12.38507785939282,8.398911572324975
59,10.236406438001234,12.430212490942598,8.416660346273527
60,10.248049459354919,12.478723102868706,8.39720612314046
